pincode,radius_km
680006,30.0
680007,1.04
680008,2.33
680010,2.91
680012,1.91
680014,30.0
680027,1.06
680028,6.4
680101,30.0
680102,0.3
680103,0.0
680104,7.91
680121,7.03
680123,1.75
680125,1.64
680301,3.12
680302,1.69
680303,4.38
680304,5.62
680305,2.53
680306,11.45
680307,0.43
680308,8.69
680309,6.01
680310,1.05
680311,13.34
680312,5.12
680317,7.55
680501,5.24
680505,30.0
680506,2.17
680507,30.0
680508,23.96
680510,30.0
680511,0.98
680512,30.0
680517,10.43
680518,30.0
680519,1.23
680522,8.94
680523,30.0
680541,4.26
680542,30.0
680543,17.27
680544,14.8
680551,8.22
680552,3.93
680561,30.0
680562,2.22
680563,0.85
680564,12.03
680566,0.57
680567,29.14
680568,30.0
680569,0.91
680571,0.65
680581,30.0
680583,30.0
680584,2.63
680585,18.13
680586,3.73
680587,2.76
680588,30.0
680589,17.89
680590,2.24
680594,17.14
680596,6.45
680601,30.0
680602,5.92
680604,20.59
680614,6.31
680617,5.52
680619,0.15
680620,0.79
680623,2.32
680641,30.0
680651,30.0
680652,4.74
680653,30.0
680662,2.22
680663,0.4
680664,1.35
680666,2.63
680667,1.07
680668,11.16
680669,1.81
680671,29.52
680681,1.6
680682,1.75
680683,4.63
680684,3.92
680686,2.46
680687,4.41
680688,2.97
680689,7.2
680697,7.27
680699,30.0
680701,1.01
680702,1.3
680703,1.0
680711,5.3
680721,11.88
680722,2.16
680724,5.68
680731,5.18
680732,1.69
680733,10.18
680734,9.18
680741,12.33
680751,19.71
682002,0.51
682006,0.02
682007,0.06
682008,3.42
682021,1.91
682024,1.33
682027,1.1
682030,30.0
682031,0.57
682301,16.18
682303,1.07
682305,1.46
682306,7.28
682307,8.59
682308,2.35
682310,1.28
682311,2.23
682312,30.0
682313,2.0
682314,21.67
682315,0.91
682316,30.0
682504,1.27
682506,11.67
682507,0.02
682508,1.59
682509,0.93
683101,1.13
683102,30.0
683104,30.0
683105,3.2
683108,0.69
683110,10.33
683501,0.01
683511,30.0
683513,30.0
683516,1.29
683517,0.43
683518,30.0
683519,30.0
683520,1.24
683522,1.15
683541,30.0
683544,2.38
683545,30.0
683546,30.0
683547,30.0
683549,30.0
683556,7.58
683561,7.99
683562,28.11
683565,4.96
683572,30.0
683574,7.92
683575,1.53
683576,2.04
683577,30.0
683578,1.82
683579,1.42
683580,0.18
683581,30.0
683585,2.05
683594,30.0
685501,3.02
685503,23.7
685505,12.85
685507,30.0
685509,30.0
685511,2.28
685512,5.8
685514,10.83
685515,30.0
685531,30.0
685532,26.35
685533,12.53
685535,2.95
685551,3.61
685552,30.0
685553,26.55
685554,2.86
685561,4.57
685562,30.0
685563,30.0
685565,30.0
685566,30.0
685571,30.0
685581,3.28
685582,2.07
685583,2.1
685584,0.44
685585,30.0
685586,30.0
685587,30.0
685588,30.0
685589,1.66
685590,1.75
685595,3.49
685601,0.98
685602,12.85
685604,30.0
685605,2.27
685606,30.0
685607,2.82
685608,30.0
685609,20.93
685612,5.58
685613,26.58
685614,7.93
685615,4.21
685616,0.85
685618,6.7
685619,27.81
685620,2.61
686001,0.39
686003,30.0
686004,30.0
686005,0.0
686008,30.0
686011,30.0
686012,30.0
686013,0.92
686014,30.0
686015,30.0
686016,30.0
686017,17.42
686019,30.0
686020,30.0
686101,0.35
686102,12.05
686103,0.62
686104,0.96
686105,0.73
686106,2.05
686121,30.0
686143,28.61
686144,30.0
686146,30.0
686501,14.94
686502,2.11
686503,4.62
686504,0.92
686506,2.18
686508,2.26
686509,2.28
686510,5.3
686511,0.91
686512,9.61
686513,3.86
686514,3.03
686515,1.26
686516,30.0
686518,1.65
686519,1.18
686520,2.68
686521,1.03
686522,0.76
686532,0.89
686533,2.21
686534,1.91
686535,1.28
686536,1.73
686538,12.61
686539,1.25
686540,1.64
686541,10.78
686542,1.83
686543,1.15
686544,1.94
686545,3.21
686546,0.51
686547,0.97
686555,0.54
686561,20.17
686562,30.0
686563,0.24
686564,30.0
686571,30.0
686572,30.0
686573,30.0
686574,30.0
686575,0.22
686576,30.0
686577,30.0
686578,30.0
686579,30.0
686580,30.0
686581,30.0
686582,30.0
686583,30.0
686584,30.0
686585,1.29
686586,30.0
686587,30.0
686601,30.0
686602,30.0
686603,2.61
686604,30.0
686605,30.0
686606,30.0
686607,30.0
686608,0.67
686610,30.0
686611,30.0
686612,30.0
686613,2.61
686631,30.0
686632,1.73
686633,30.0
686634,30.0
686635,30.0
686636,30.0
686651,30.0
686652,30.0
686662,30.0
686663,2.32
686664,30.0
686665,26.74
686667,30.0
686668,3.03
686669,17.95
686670,30.0
686671,17.45
686672,29.66
686673,3.26
686681,30.0
686691,30.0
686692,30.0
686693,30.0
688001,0.32
688002,0.82
688003,16.12
688005,1.68
688006,4.01
688007,0.95
688009,2.21
688011,30.0
688013,0.56
688501,1.97
688502,0.96
688503,1.45
688504,1.05
688505,1.69
688506,1.32
688522,3.83
688523,0.92
688524,1.07
688526,2.28
688527,2.84
688529,1.39
688530,2.09
688531,1.85
688532,30.0
688535,1.25
688537,13.82
688538,2.38
688539,2.53
688540,1.34
688541,0.68
688561,6.38
688562,1.47
688582,1.18
689101,3.97
689102,30.0
689103,4.73
689104,19.06
689105,0.7
689106,12.9
689107,21.02
689108,11.69
689109,13.07
689110,12.77
689112,1.57
689113,2.96
689121,11.84
689122,1.03
689123,0.65
689124,1.39
689126,1.86
689501,12.18
689502,4.94
689503,2.16
689504,29.79
689505,29.56
689506,0.0
689508,23.86
689509,13.88
689510,1.29
689511,0.94
689513,13.05
689514,0.97
689520,15.69
689531,0.59
689532,4.26
689533,1.64
689541,25.46
689542,0.89
689543,1.23
689544,1.45
689545,1.22
689546,0.0
689547,0.64
689548,30.0
689549,0.61
689571,30.0
689572,11.17
689573,1.55
689581,1.47
689582,12.25
689583,4.96
689585,0.38
689586,1.58
689587,1.93
689588,30.0
689589,19.88
689590,25.11
689594,0.35
689595,26.21
689611,0.9
689612,1.26
689613,0.59
689614,30.0
689615,1.23
689621,30.0
689622,21.93
689624,28.58
689625,5.84
689641,2.3
689642,25.07
689643,10.1
689645,13.49
689646,1.24
689647,1.85
689648,23.63
689649,20.28
689650,13.58
689653,18.44
689656,30.0
689662,9.76
689663,7.5
689664,24.11
689667,13.06
689668,27.09
689671,30.0
689672,1.72
689673,1.03
689674,5.34
689675,19.53
689676,30.0
689677,14.07
689678,30.0
689691,14.13
689692,2.19
689693,25.73
689694,28.65
689695,22.5
689696,17.55
689698,28.62
689699,28.59
689711,2.46
690101,0.94
690102,21.06
690103,12.85
690104,5.36
690105,24.2
690106,13.86
690107,22.04
690108,19.19
690110,3.18
690501,30.0
690502,0.6
690503,23.57
690504,1.9
690505,1.74
690506,1.36
690507,1.24
690508,18.74
690509,11.25
690512,14.73
690513,1.37
690514,2.47
690515,10.89
690516,10.47
690517,7.48
690519,9.14
690520,17.46
690521,1.63
690522,15.36
690523,6.93
690524,30.0
690526,1.74
690527,20.37
690528,1.23
690529,30.0
690531,18.44
690533,20.09
690534,30.0
690535,30.0
690536,0.28
690538,3.11
690540,30.0
690542,0.72
690544,1.67
690547,1.45
690548,11.27
690558,30.0
690561,12.23
690572,19.14
690573,1.6
690574,1.74
691001,17.78
691003,0.0
691004,0.78
691005,1.1
691010,1.23
691011,0.55
691013,0.0
691015,1.11
691020,1.11
691021,1.56
691302,1.6
691303,0.78
691306,5.28
691307,20.84
691308,30.0
691309,15.78
691310,28.65
691311,1.67
691312,11.28
691322,30.0
691331,12.42
691332,3.42
691333,2.39
691334,1.23
691500,2.46
691501,1.66
691502,2.34
691503,2.02
691505,2.5
691507,2.39
691508,2.66
691509,1.8
691510,2.01
691511,0.55
691512,1.26
691516,1.61
691520,1.38
691521,0.73
691522,30.0
691524,30.0
691525,30.0
691526,17.33
691531,1.87
691532,2.13
691533,22.17
691534,1.61
691535,1.1
691536,3.37
691537,1.95
691538,1.64
691540,7.48
691541,1.35
691543,1.24
691551,27.28
691552,22.41
691553,27.97
691554,4.27
691555,7.71
691556,30.0
691557,1.64
691559,1.44
691560,1.83
691566,1.24
691571,1.1
691573,1.12
691574,1.45
691576,1.22
691577,1.45
691578,2.36
691579,3.71
691582,1.24
691583,1.63
691584,1.56
691585,0.56
691601,2.72
691602,1.45
695001,30.0
695002,1.94
695003,24.09
695004,30.0
695005,24.76
695006,30.0
695008,17.6
695009,19.52
695010,0.24
695011,28.54
695012,30.0
695013,1.7
695014,30.0
695015,1.16
695020,2.52
695021,30.0
695023,23.17
695024,30.0
695026,30.0
695027,1.32
695028,23.71
695033,1.23
695035,0.23
695043,30.0
695102,2.58
695103,23.28
695104,21.28
695121,30.0
695122,30.0
695123,10.13
695124,2.65
695125,4.26
695126,16.74
695132,0.63
695133,1.09
695141,1.48
695143,0.3
695146,30.0
695301,0.49
695307,22.78
695310,6.0
695311,1.69
695312,4.52
695501,30.0
695502,0.98
695503,13.73
695504,1.58
695505,6.12
695506,2.11
695512,5.12
695521,1.39
695522,30.0
695523,30.0
695524,5.08
695525,1.38
695526,1.27
695527,0.16
695541,2.84
695542,7.52
695543,1.93
695551,3.96
695561,3.5
695562,3.85
695563,12.59
695564,1.23
695568,1.76
695571,2.01
695572,3.51
695573,11.9
695574,1.95
695575,1.58
695581,2.33
695583,0.9
695601,2.61
695602,2.17
695603,2.09
695604,18.98
695605,0.99
695606,1.79
695607,2.29
695608,0.68
695609,13.28
695610,23.67
695612,2.45
695614,23.34
700001,13.96
700002,30.0
700003,0.13
700004,1.53
700005,0.29
700006,0.75
700007,0.51
700009,0.13
700010,0.47
700012,0.68
700014,9.36
700015,1.01
700016,1.29
700017,10.78
700018,2.85
700019,0.86
700020,0.47
700022,0.18
700023,0.45
700024,0.73
700025,2.55
700026,0.66
700027,0.81
700028,13.83
700029,0.47
700030,23.41
700031,0.27
700032,1.13
700033,0.38
700034,0.7
700035,0.31
700036,0.73
700037,0.32
700039,13.83
700040,0.48
700041,1.61
700042,3.57
700043,3.27
700044,0.46
700046,1.41
700047,0.95
700048,0.43
700049,0.0
700050,0.29
700051,0.51
700052,1.03
700053,0.98
700054,0.11
700055,13.51
700056,1.08
700057,0.51
700058,0.56
700059,0.46
700060,1.23
700061,0.75
700063,1.07
700064,11.63
700065,15.86
700067,0.22
700069,0.06
700070,10.45
700071,1.81
700072,0.92
700073,9.25
700074,0.57
700075,8.52
700078,0.48
700080,4.91
700082,5.63
700083,6.66
700084,3.51
700088,0.49
700089,0.37
700090,8.8
700091,0.74
700094,1.47
700099,0.64
700103,4.7
700104,2.47
700105,1.4
700107,0.39
700108,30.0
700110,1.72
700111,30.0
700112,0.0
700113,10.96
700114,0.0
700117,0.67
700119,1.54
700120,1.32
700121,1.51
700122,1.09
700123,1.69
700124,0.49
700125,3.7
700126,3.47
700128,1.98
700129,0.63
700130,1.12
700131,0.63
700132,21.16
700135,4.84
700136,0.53
700137,10.25
700138,7.95
700139,8.06
700140,5.55
700141,3.23
700145,30.0
700149,10.78
700150,5.09
700151,9.6
700152,30.0
700154,12.6
700156,11.97
700157,0.92
700159,0.56
711101,25.97
711102,30.0
711103,0.63
711104,5.9
711105,0.51
711106,7.85
711107,0.39
711109,10.98
711112,0.39
711114,3.52
711201,0.75
711202,0.23
711204,30.0
711205,30.0
711226,30.0
711227,30.0
711301,30.0
711302,30.0
711303,30.0
711307,16.32
711309,1.09
711310,30.0
711312,30.0
711313,30.0
711314,30.0
711315,30.0
711316,30.0
711322,6.14
711401,30.0
711403,4.0
711404,1.76
711405,7.55
711408,15.54
711409,1.51
711410,30.0
711411,8.99
711412,30.0
711413,30.0
711414,5.45
712101,9.17
712102,18.61
712103,30.0
712104,20.07
712105,30.0
712122,17.79
712123,30.0
712124,2.97
712125,25.63
712134,30.0
712135,30.0
712136,14.76
712138,9.7
712139,0.3
712146,22.38
712147,3.41
712148,9.2
712149,6.36
712152,11.52
712201,1.21
712202,0.0
712203,0.0
712222,30.0
712223,0.27
712235,0.91
712245,0.0
712246,22.15
712248,30.0
712249,0.15
712250,8.71
712258,0.0
712301,2.67
712302,30.0
712303,30.0
712304,0.0
712305,2.61
712306,0.0
712308,21.61
712310,0.0
712311,3.38
712401,5.44
712402,30.0
712403,0.0
712404,0.65
712405,0.0
712406,30.0
712407,7.99
712408,8.7
712409,0.13
712410,3.34
712412,2.19
712413,30.0
712414,13.96
712415,11.65
712416,11.48
712417,7.35
712501,21.86
712502,30.0
712503,28.02
712512,29.08
712513,3.43
712515,12.29
712601,30.0
712602,23.34
712611,20.21
712612,2.32
712613,30.0
712614,27.55
712615,2.23
712616,20.48
712617,5.27
712701,6.69
712702,8.32
712706,9.4
713101,30.0
713102,12.85
713103,30.0
713104,24.85
713121,13.8
713122,5.31
713123,6.27
713124,17.8
713125,6.31
713126,10.26
713127,28.88
713128,5.93
713129,22.54
713130,11.76
713131,27.39
713132,6.43
713140,6.86
713141,5.79
713142,6.77
713143,20.33
713144,12.24
713145,4.7
713146,20.15
713147,7.31
713148,6.35
713149,30.0
713150,5.49
713151,5.26
713152,10.99
713153,3.31
713166,30.0
713201,1.17
713203,1.32
713204,2.74
713205,2.91
713206,2.22
713208,1.14
713209,0.45
713210,0.56
713211,1.15
713212,4.79
713214,0.55
713215,0.76
713301,30.0
713302,30.0
713303,30.0
713304,30.0
713315,30.0
713321,3.32
713322,0.89
713323,30.0
713324,0.97
713325,15.11
713330,5.54
713331,8.9
713332,30.0
713333,0.13
713334,4.2
713335,0.18
713336,0.27
713337,1.46
713338,1.36
713339,2.07
713341,7.54
713343,30.0
713346,2.43
713347,0.6
713358,2.67
713359,30.0
713360,30.0
713362,2.42
713363,2.42
713371,3.57
713373,5.97
713378,2.8
713381,3.04
713385,2.25
713401,2.31
713403,20.31
713404,30.0
713405,12.2
713406,5.03
713407,8.93
713408,21.84
713409,4.4
713420,30.0
713421,30.0
713422,6.05
713423,30.0
713424,6.82
713426,5.22
713427,25.69
713428,3.15
713502,3.89
713512,21.21
713513,5.03
713514,30.0
713515,7.51
713519,18.76
713520,7.3
721101,20.96
721102,6.02
721121,8.73
721122,10.74
721124,4.95
721125,6.32
721126,0.54
721127,0.08
721128,0.14
721129,3.09
721130,30.0
721131,2.06
721133,1.64
721134,13.46
721135,0.08
721136,0.04
721137,27.08
721139,30.0
721140,0.07
721143,8.49
721144,2.64
721145,30.0
721146,8.3
721147,0.16
721148,30.0
721149,0.17
721150,0.05
721151,30.0
721152,1.13
721153,30.0
721154,1.64
721155,0.02
721156,10.33
721157,0.16
721158,30.0
721159,19.85
721160,7.54
721166,25.63
721172,19.99
721201,0.05
721211,0.03
721212,5.0
721222,16.57
721232,10.64
721242,0.14
721253,0.41
721260,0.03
721301,3.76
721304,30.0
721305,0.98
721306,1.28
721401,30.0
721405,5.27
721420,30.0
721422,8.7
721423,2.14
721424,30.0
721425,2.08
721426,4.31
721427,4.19
721428,30.0
721429,4.95
721430,24.34
721431,30.0
721432,4.39
721433,7.71
721434,7.96
721435,30.0
721436,3.07
721437,30.0
721438,0.93
721439,3.78
721440,3.08
721441,10.23
721442,11.23
721443,3.27
721444,4.78
721445,30.0
721446,3.44
721447,2.16
721448,5.24
721449,30.0
721450,1.77
721451,2.51
721452,30.0
721453,30.0
721454,30.0
721455,9.73
721456,16.82
721457,3.54
721458,2.79
721467,30.0
721501,30.0
721503,22.86
721504,9.29
721505,0.2
721506,0.04
721507,0.69
721513,0.01
721514,0.45
721515,15.96
721516,2.04
721517,18.45
721601,30.0
721602,6.11
721603,30.0
721606,3.45
721607,0.43
721625,30.0
721626,30.0
721627,30.0
721628,2.96
721629,30.0
721631,5.24
721632,30.0
721633,30.0
721634,0.48
721635,30.0
721636,14.96
721641,30.0
721642,30.0
721643,7.99
721644,18.75
721645,30.0
721646,30.0
721647,20.26
721648,30.0
721649,30.0
721650,30.0
721651,19.22
721652,12.12
721653,30.0
721654,1.18
721655,30.0
721656,30.0
721657,30.0
721658,30.0
721659,30.0
722101,30.0
722102,10.04
722121,13.69
722122,11.26
722132,30.0
722133,13.51
722134,3.76
722135,3.0
722136,8.94
722137,8.34
722138,4.92
722139,5.12
722140,11.14
722141,1.24
722142,16.11
722143,2.68
722144,5.04
722146,6.18
722147,12.69
722148,30.0
722149,12.03
722150,30.0
722151,1.84
722152,12.02
722153,6.42
722154,15.18
722155,25.88
722156,12.8
722157,14.21
722158,2.52
722160,7.92
722161,4.61
722162,12.0
722164,26.46
722173,30.0
722201,14.68
722202,10.02
722203,9.44
722205,19.27
722206,9.03
722207,14.89
722208,8.47
723101,11.02
723102,9.13
723103,7.56
723104,6.72
723121,30.0
723126,8.25
723127,9.95
723128,10.2
723129,9.85
723130,23.94
723131,20.61
723132,12.44
723133,11.51
723142,19.32
723143,19.08
723145,9.05
723146,4.87
723147,7.51
723148,7.05
723149,7.66
723151,9.77
723152,12.37
723153,6.54
723154,7.16
723155,8.38
723156,21.32
723201,7.74
723202,7.12
723212,8.1
723213,17.25
723215,15.42
731101,30.0
731102,6.5
731103,5.42
731104,4.88
731121,12.97
731123,5.64
731124,6.28
731125,7.42
731126,5.22
731127,4.52
731129,30.0
731130,6.92
731132,6.15
731133,10.26
731201,8.61
731202,26.76
731204,8.83
731214,4.99
731215,25.92
731216,6.1
731218,4.6
731219,5.06
731220,14.01
731221,4.58
731222,30.0
731223,17.29
731224,30.0
731233,2.91
731234,12.01
731235,1.24
731236,12.05
731237,14.84
731238,4.46
731240,4.14
731241,24.22
731242,1.97
731243,7.75
731244,16.45
731245,3.27
731301,16.9
731302,16.39
731303,5.49
731304,22.27
732101,30.0
732102,0.11
732103,17.36
732121,29.9
732122,0.01
732123,4.64
732124,0.11
732125,6.9
732126,11.55
732127,30.0
732128,30.0
732138,30.0
732139,10.33
732140,3.33
732141,15.15
732142,18.64
732201,18.0
732202,15.2
732203,4.41
732204,30.0
732205,0.24
732206,17.15
732207,3.09
732208,3.12
732209,8.55
732210,13.53
732216,9.21
733101,0.7
733102,0.15
733103,0.0
733121,4.69
733123,3.25
733124,4.46
733125,13.55
733126,8.71
733127,0.0
733128,0.12
733129,15.96
733130,24.09
733132,0.05
733133,0.24
733134,30.0
733140,3.9
733141,0.76
733142,0.0
733143,0.15
733145,0.15
733156,12.19
733158,0.09
733201,0.02
733202,19.97
733207,0.49
733208,0.1
733209,3.82
733210,3.67
733215,0.21
734001,1.37
734003,0.84
734004,0.61
734005,30.0
734006,14.95
734007,3.93
734008,11.76
734009,30.0
734010,2.14
734012,1.14
734013,18.71
734014,1.09
734015,1.07
734101,21.5
734102,5.67
734103,1.22
734104,30.0
734105,1.37
734201,30.0
734203,8.98
734209,9.13
734213,8.4
734214,30.0
734215,11.85
734216,0.04
734217,22.38
734218,20.04
734220,5.28
734221,12.02
734222,4.5
734223,9.64
734224,11.98
734226,8.8
734301,3.04
734311,7.4
734312,30.0
734313,3.25
734314,6.83
734315,30.0
734316,1.85
734423,15.58
734426,23.05
734427,18.65
734429,13.2
734434,30.0
734501,1.11
734503,4.35
735101,1.26
735102,4.16
735121,8.05
735122,8.29
735132,6.22
735133,7.2
735134,5.63
735135,4.05
735202,5.57
735204,3.78
735205,1.49
735206,9.4
735207,1.49
735210,8.52
735211,30.0
735212,2.5
735213,2.12
735214,2.85
735215,1.59
735216,3.08
735217,30.0
735218,30.0
735219,5.9
735220,6.77
735221,0.63
735222,4.35
735223,2.75
735224,7.91
735225,4.0
735227,30.0
735228,27.27
735229,5.03
735230,4.2
735231,21.01
735233,4.84
735301,4.04
735302,2.81
735303,30.0
735304,8.73
735305,6.92
736101,30.0
736121,17.38
736122,1.86
736123,30.0
736131,13.85
736133,30.0
736134,30.0
736135,30.0
736145,26.53
736146,30.0
736156,30.0
736157,30.0
736158,30.0
736159,30.0
736160,30.0
736165,30.0
736167,30.0
736168,30.0
736169,30.0
736170,3.38
736171,30.0
736172,27.86
736176,30.0
736179,30.0
736182,30.0
736201,25.15
736202,30.0
736203,21.51
736204,30.0
736206,23.26
736207,30.0
736208,6.04
737101,0.7
737102,17.6
737103,3.33
737106,19.65
737107,9.59
737111,18.8
737113,17.54
737116,8.47
737120,11.86
737121,18.21
737126,12.82
737128,13.75
737131,13.85
737132,11.52
737133,4.72
737134,11.97
737135,10.35
737139,12.5
741101,30.0
741102,2.76
741103,14.25
741121,2.01
741122,4.58
741123,12.33
741124,12.27
741125,4.41
741126,4.78
741127,2.24
741137,5.82
741138,30.0
741140,30.0
741150,14.86
741151,10.57
741152,6.09
741153,26.61
741154,3.6
741155,3.55
741156,5.99
741157,1.16
741158,30.0
741160,3.19
741161,24.35
741162,3.77
741163,30.0
741164,16.04
741165,16.65
741166,6.61
741167,30.0
741181,1.82
741201,12.07
741202,30.0
741222,30.0
741223,30.0
741235,9.43
741238,24.46
741245,30.0
741246,6.81
741248,0.56
741249,20.36
741250,3.77
741251,18.05
741253,24.73
741254,30.0
741255,1.02
741256,30.0
741257,30.0
741301,2.01
741302,10.2
741313,1.29
741315,1.29
741316,15.55
741317,2.0
741402,3.49
741404,30.0
741501,0.04
741502,3.53
741503,30.0
741504,6.99
741505,23.91
741506,1.77
741507,30.0
741508,21.01
741509,24.0
742101,30.0
742102,1.51
742103,0.59
742104,6.52
742113,30.0
742121,30.0
742122,5.77
742123,0.29
742132,2.85
742133,6.69
742134,15.87
742135,5.23
742136,0.35
742137,30.0
742138,18.74
742140,15.87
742147,11.33
742148,2.67
742149,30.0
742151,30.0
742159,8.06
742161,23.99
742163,21.88
742165,22.99
742166,30.0
742168,29.56
742174,30.0
742175,30.0
742184,25.14
742187,28.05
742189,28.53
742201,4.68
742202,10.02
742212,10.48
742213,9.25
742223,24.94
742224,1.33
742225,30.0
742226,2.02
742227,29.63
742235,20.12
742236,26.27
742237,17.41
742301,14.63
742302,18.61
742303,29.62
742304,20.17
742305,14.03
742306,28.61
742308,21.72
742401,0.07
742404,23.79
742405,15.83
742406,20.82
743123,30.0
743125,0.58
743126,1.69
743127,2.07
743133,0.51
743135,1.72
743144,1.83
743145,1.86
743165,0.46
743166,2.63
743194,0.0
743221,1.92
743222,2.94
743232,30.0
743233,13.85
743234,1.98
743235,9.82
743245,20.76
743247,8.62
743248,1.54
743249,2.61
743251,4.12
743252,8.74
743262,13.66
743263,25.88
743270,3.79
743271,2.49
743272,2.35
743273,6.34
743286,3.51
743287,1.27
743289,1.44
743290,30.0
743291,2.06
743292,2.56
743293,2.28
743294,1.88
743297,2.68
743312,12.65
743318,6.93
743329,11.68
743330,3.33
743331,30.0
743332,12.98
743336,12.28
743337,30.0
743338,9.85
743345,30.0
743347,23.84
743348,30.0
743349,25.95
743351,21.02
743354,26.79
743355,9.53
743356,30.0
743357,26.86
743363,11.64
743368,21.53
743370,12.74
743371,30.0
743372,8.98
743373,21.49
743374,27.81
743375,4.61
743376,12.23
743377,8.65
743378,30.0
743383,15.18
743387,6.17
743395,20.39
743399,24.92
743401,3.54
743405,1.09
743411,0.68
743412,2.56
743422,3.43
743423,4.11
743424,3.56
743425,7.02
743426,3.33
743427,5.42
743428,15.5
743429,2.85
743435,30.0
743437,1.02
743438,2.31
743439,13.75
743442,8.19
743445,2.0
743446,9.12
743456,4.08
743502,8.55
743503,10.4
743504,18.36
743513,3.46
743609,20.64
743610,9.43
743611,9.42
743613,13.95
743701,16.46
743702,19.42
743704,2.04
743710,3.09
743711,3.05
744103,17.31
744204,2.55
744211,9.52
751001,0.28
751002,7.57
751003,3.15
751006,0.89
751007,1.18
751009,10.37
751014,0.1
751017,1.58
751019,4.43
751020,15.17
751022,0.66
751024,1.78
752001,1.18
752002,7.73
752010,7.64
752011,7.17
752012,4.94
752013,5.61
752014,4.45
752015,4.21
752016,4.49
752017,6.84
752018,2.48
752019,3.53
752020,4.33
752021,4.08
752022,0.65
752023,3.19
752024,11.86
752025,6.46
752026,3.65
752027,2.38
752030,11.2
752031,3.43
752032,5.46
752034,2.72
752035,6.17
752038,3.02
752045,5.3
752046,5.53
752050,3.71
752054,4.32
752056,3.56
752057,4.35
752060,2.48
752061,4.4
752062,2.9
752063,5.83
752064,3.65
752065,4.0
752066,4.49
752068,2.75
752069,3.56
752070,1.65
752077,4.77
752078,0.0
752079,5.41
752080,2.1
752081,2.42
752082,0.94
752083,7.65
752084,13.05
752085,2.55
752089,2.56
752090,6.51
752091,15.53
752092,3.47
752093,0.0
752094,2.78
752100,8.95
752101,0.75
752102,4.43
752103,8.13
752104,4.9
752105,2.58
752106,4.02
752107,3.73
752108,2.73
752109,3.03
752110,3.1
752111,4.09
752113,0.03
752114,3.37
752116,2.51
752118,2.24
752119,2.3
752120,0.0
752121,2.78
753001,0.8
753002,0.55
753003,0.83
753004,0.32
753007,1.96
753008,0.61
753009,0.5
753010,0.46
753011,4.46
753012,0.41
753013,0.29
753014,0.85
754001,3.88
754002,2.16
754003,30.0
754004,4.56
754005,3.79
754006,2.39
754007,5.23
754008,4.76
754009,4.19
754010,2.92
754018,1.93
754021,0.37
754022,30.0
754023,2.87
754024,2.27
754025,3.37
754027,4.51
754028,3.98
754029,30.0
754030,4.14
754031,18.45
754032,20.13
754035,1.59
754037,19.36
754082,4.4
754100,2.67
754102,2.7
754103,0.76
754104,5.73
754105,2.43
754106,8.43
754107,12.05
754108,12.46
754109,30.0
754110,30.0
754111,7.86
754112,3.13
754113,30.0
754114,30.0
754119,7.61
754130,3.14
754131,3.43
754132,5.74
754133,5.51
754134,4.01
754135,30.0
754136,23.32
754137,2.74
754138,3.08
754139,5.06
754140,3.52
754141,30.0
754142,4.61
754153,2.17
754160,30.0
754162,9.49
754200,30.0
754201,30.0
754202,2.52
754203,1.59
754204,3.09
754205,3.66
754206,2.19
754207,4.61
754208,3.71
754209,2.04
754210,3.57
754211,1.34
754212,5.89
754213,7.3
754214,5.55
754215,4.52
754216,6.11
754217,7.9
754218,19.98
754219,30.0
754220,3.67
754221,2.53
754222,7.76
754223,29.2
754224,6.37
754225,8.91
754227,7.21
754228,5.23
754231,10.38
754239,1.27
754240,30.0
754244,16.38
754245,2.22
754246,5.6
754248,19.16
754250,6.49
754253,30.0
754289,7.32
754290,30.0
754292,6.81
754293,1.68
754294,4.94
754295,9.21
754296,3.21
755001,1.6
755003,4.57
755004,4.5
755005,2.97
755006,3.29
755007,3.48
755008,6.42
755009,3.28
755010,10.19
755011,5.46
755012,5.12
755013,2.44
755014,4.63
755015,6.66
755016,6.16
755017,3.81
755018,6.46
755019,20.6
755022,3.86
755023,5.4
755024,9.76
755025,4.21
755026,6.22
755027,4.0
755028,20.24
755036,30.0
755043,4.6
755044,2.79
755049,10.78
755051,30.0
755061,6.53
755062,2.67
756001,25.08
756002,2.92
756003,14.53
756019,3.57
756020,14.62
756021,14.87
756022,1.63
756023,3.09
756024,5.96
756025,29.98
756026,3.0
756027,6.92
756028,5.11
756029,20.02
756030,3.56
756032,0.82
756033,20.08
756034,3.74
756035,5.41
756036,3.44
756037,6.37
756038,4.51
756039,12.02
756040,13.97
756041,12.78
756042,3.74
756043,4.02
756044,13.75
756045,8.68
756046,12.09
756047,14.13
756048,24.72
756049,27.97
756051,30.0
756055,14.19
756056,16.53
756058,15.3
756059,8.52
756060,30.0
756079,4.24
756080,5.39
756081,4.88
756083,19.66
756084,2.95
756085,11.32
756086,3.52
756087,30.0
756100,1.42
756101,4.61
756111,4.0
756112,3.71
756113,5.16
756114,5.26
756115,8.22
756116,3.54
756117,3.94
756118,1.82
756119,4.91
756120,2.95
756121,5.86
756122,16.33
756123,2.21
756124,2.02
756125,10.89
756126,4.06
756127,27.45
756128,3.39
756129,2.96
756130,4.07
756131,6.32
756132,7.61
756133,4.86
756134,3.62
756135,4.51
756137,8.21
756138,2.52
756139,12.44
756144,10.77
756162,11.84
756163,4.26
756164,5.62
756165,9.89
756166,7.78
